gene,miRNA,interaction
COMP,hsa-miR-1290,0
FLJ45079,hsa-miR-1290,0
C17ORF28,hsa-miR-1290,1
CHST4,hsa-miR-1290,1
LBH,hsa-miR-579-5p,0
ALDH8A1,hsa-miR-579-5p,0
CGB8,hsa-miR-579-5p,0
TCF7,hsa-miR-579-5p,0
RASEF,hsa-miR-579-5p,1
LBH,hsa-miR-3115,0
SLC41A2,hsa-miR-3115,0
DDB2,hsa-miR-3115,0
IQCJ,hsa-miR-3115,0
GALNT2,hsa-miR-3115,0
ZNF410,hsa-miR-3115,0
LBH,hsa-miR-3682-3p,0
UNC5A,hsa-miR-3682-3p,0
TEC,hsa-miR-3682-3p,1
ZBTB44,hsa-miR-3675-3p,0
OSGEPL1,hsa-miR-3675-3p,1
ZBTB41,hsa-miR-769-5p,0
ZNF497,hsa-miR-769-5p,0
PNRC2,hsa-miR-769-5p,0
ENDOD1,hsa-miR-769-5p,1
SLC7A6,hsa-miR-3173-3p,0
TXNDC15,hsa-miR-3173-3p,0
KIAA0748,hsa-miR-3173-3p,0
PSMD2,hsa-miR-3173-3p,0
CUL1,hsa-miR-3173-3p,1
ZNF860,hsa-miR-3173-3p,1
MAP2K1,hsa-miR-4722-5p,1
SRCAP,hsa-miR-4722-5p,0
FAM158A,hsa-miR-4722-5p,1
KATNB1,hsa-miR-4722-5p,1
MFSD5,hsa-miR-4722-5p,1
RUFY1,hsa-miR-20b-3p,0
CCDC113,hsa-miR-20b-3p,1
C13ORF39,hsa-miR-20b-3p,1
RUFY1,hsa-miR-625-3p,0
ZNF286B,hsa-miR-625-3p,1
RUFY1,hsa-miR-718,0
ERO1L,hsa-miR-718,1
FCRL4,hsa-miR-718,1
ZCWPW1,hsa-miR-718,1
GUCY2F,hsa-miR-580-3p,0
CES3,hsa-miR-580-3p,0
CALR3,hsa-miR-580-3p,0
ZMYND8,hsa-miR-580-3p,0
FGF11,hsa-miR-580-3p,0
GUCY2F,hsa-miR-6743-3p,0
C1ORF194,hsa-miR-6743-3p,0
ASB3,hsa-miR-6743-3p,1
PNKP,hsa-miR-12132,0
C7ORF54,hsa-miR-12132,0
ACBD3,hsa-miR-12132,1
PNKP,hsa-miR-1288-3p,0
RGAG4,hsa-miR-1288-3p,0
CCDC57,hsa-miR-1288-3p,0
WDR5,hsa-miR-6752-3p,1
OPRD1,hsa-miR-6752-3p,1
MRPS21,hsa-miR-6752-3p,1
ZDHHC24,hsa-miR-6752-3p,1
RP3-402G11.5,hsa-miR-6715b-3p,0
GDF15,hsa-miR-6715b-3p,1
ACER2,hsa-miR-6715b-3p,1
RP3-402G11.5,hsa-miR-550a-3p,1
CCDC57,hsa-miR-550a-3p,0
TIAF1,hsa-miR-550a-3p,1
WBSCR16,hsa-miR-550a-3p,1
SLC12A3,hsa-miR-5188,0
RPL22L1,hsa-miR-5188,1
SLC12A3,hsa-miR-3194-3p,0
SFRS5,hsa-miR-3194-3p,0
SPATA4,hsa-miR-3194-3p,1
SLC12A3,hsa-miR-651-3p,0
LRRC14,hsa-miR-651-3p,0
RETSAT,hsa-miR-651-3p,1
FBXL17,hsa-miR-651-3p,1
FLJ40504,hsa-miR-651-3p,1
LGALS1,hsa-miR-651-3p,1
VPS72,hsa-miR-651-3p,1
XAF1,hsa-miR-887-3p,1
CDK2AP2,hsa-miR-887-3p,1
MGAT4B,hsa-miR-887-3p,1
ACSM2B,hsa-miR-646,0
C1ORF93,hsa-miR-646,1
TSFM,hsa-miR-646,1
HPN,hsa-miR-646,1
OPN1SW,hsa-miR-646,1
ACSM2B,hsa-miR-4701-3p,0
HIC1,hsa-miR-511-3p,0
XKR4,hsa-miR-511-3p,1
HIC1,hsa-miR-555,0
C19ORF42,hsa-miR-555,0
FLJ45079,hsa-miR-555,0
IFT52,hsa-miR-555,1
ACMSD,hsa-miR-555,1
C22ORF39,hsa-miR-4320,0
ASPRV1,hsa-miR-4320,1
SDC4,hsa-miR-4320,1
SEC14L3,hsa-miR-4320,1
TNRC18,hsa-miR-4320,1
ZNF616,hsa-miR-4320,1
C22ORF39,hsa-miR-506-3p,0
ACOX2,hsa-miR-506-3p,1
PIM3,hsa-miR-506-3p,1
ISG15,hsa-miR-6765-5p,0
C9ORF131,hsa-miR-6765-5p,0
PAN2,hsa-miR-6765-5p,0
POLR3K,hsa-miR-6765-5p,1
TLK2,hsa-miR-6765-5p,1
SCFD1,hsa-miR-4700-3p,0
GPR56,hsa-miR-4700-3p,1
TMEM111,hsa-miR-4700-3p,1
SCFD1,hsa-miR-3915,0
GPR116,hsa-miR-3915,0
PAGE4,hsa-miR-3915,0
FAM151A,hsa-miR-3915,0
GLP1R,hsa-miR-374a-3p,0
IDUA,hsa-miR-374a-3p,0
ACTR3B,hsa-miR-374a-3p,1
RAPGEF2,hsa-miR-374a-3p,1
ZNF32,hsa-miR-374a-3p,1
MKNK2,hsa-miR-1237-3p,0
BTG2,hsa-miR-1237-3p,1
WIPI2,hsa-miR-6878-5p,0
ST3GAL3,hsa-miR-6878-5p,0
CYP1A1,hsa-miR-6878-5p,1
WIPI2,hsa-miR-6074,0
WDFY4,hsa-miR-6074,1
ITPKB,hsa-miR-6074,1
ASCL1,hsa-miR-6074,1
ZNF708,hsa-miR-6074,1
LCAT,hsa-miR-6074,1
TGIF2LX,hsa-miR-6772-3p,0
FAM22F,hsa-miR-6772-3p,0
HCRTR2,hsa-miR-6772-3p,0
ANKRD32,hsa-miR-6772-3p,1
ANKRD20A1,hsa-miR-6772-3p,1
ARHGAP1,hsa-miR-5002-5p,0
ST6GALNAC6,hsa-miR-5002-5p,0
CDK9,hsa-miR-5002-5p,1
PROC,hsa-miR-5002-5p,1
CCDC19,hsa-miR-4493,0
LGALS3,hsa-miR-4493,0
EVPL,hsa-miR-4493,0
PTPN2,hsa-miR-4493,1
IL18RAP,hsa-miR-4493,1
KCNMB4,hsa-miR-4493,1
LHX9,hsa-miR-4493,1
CCDC19,hsa-miR-1205,0
ST6GALNAC6,hsa-miR-1205,0
ERCC1,hsa-miR-1205,0
BMP6,hsa-miR-1205,0
MRPL50,hsa-miR-1205,1
CCDC19,hsa-miR-598-3p,0
RFXANK,hsa-miR-598-3p,1
WDR88,hsa-miR-598-3p,1
CCDC19,hsa-miR-5011-5p,0
CCDC19,hsa-miR-491-3p,0
AKD2,hsa-miR-7111-3p,0
PGP,hsa-miR-7111-3p,0
ZNF529,hsa-miR-7111-3p,0
NDUFB1,hsa-miR-7111-3p,0
GIPR,hsa-miR-7111-3p,1
TREM1,hsa-miR-7111-3p,1
POLA2,hsa-miR-7111-3p,1
AK1,hsa-miR-6891-3p,0
CORIN,hsa-miR-6891-3p,0
KCNMB1,hsa-miR-6891-3p,1
AK1,hsa-miR-8069,0
CRTC1,hsa-miR-8069,1
AK1,hsa-miR-3150a-3p,0
NARS,hsa-miR-3150a-3p,0
WWP2,hsa-miR-3150a-3p,0
DEK,hsa-miR-3150a-3p,0
C11ORF21,hsa-miR-525-5p,0
AICDA,hsa-miR-525-5p,0
SPN,hsa-miR-525-5p,1
NUDT4,hsa-miR-525-5p,1
CDK5RAP2,hsa-miR-525-5p,1
IFIT2,hsa-miR-302c-5p,0
M6PR,hsa-miR-302c-5p,1
C22ORF36,hsa-miR-4790-5p,0
ID1,hsa-miR-4790-5p,0
PGLYRP2,hsa-miR-4790-5p,0
ZBTB24,hsa-miR-4790-5p,1
KCNN3,hsa-miR-4790-5p,1
C22ORF36,hsa-miR-4782-5p,0
C17ORF66,hsa-miR-4782-5p,0
MCCC2,hsa-miR-4782-5p,1
CBLN4,hsa-miR-10400-5p,0
PSMC6,hsa-miR-10400-5p,1
SLC5A2,hsa-miR-10400-5p,1
OCIAD1,hsa-miR-10400-5p,1
CBLN4,hsa-miR-5691,0
CBLN4,hsa-miR-943,0
SCN7A,hsa-miR-943,1
CBLN4,hsa-miR-6515-3p,0
EXD2,hsa-miR-548o-5p,0
NRXN3,hsa-miR-548o-5p,0
ACCSL,hsa-miR-548o-5p,0
C1ORF93,hsa-miR-548o-5p,0
C7ORF69,hsa-miR-548o-5p,1
HOXD4,hsa-miR-548o-5p,1
SIRPB2,hsa-miR-548o-5p,1
EXD2,hsa-miR-3916,1
LASS3,hsa-miR-3916,0
THBD,hsa-miR-3916,0
WDR27,hsa-miR-3916,1
ZNF581,hsa-miR-3916,1
NSUN7,hsa-miR-3916,1
KIAA1143,hsa-miR-3916,1
CHTF18,hsa-miR-5011-3p,0
HIRIP3,hsa-miR-5011-3p,0
ENO3,hsa-miR-5011-3p,0
TOP3B,hsa-miR-5011-3p,1
CHTF18,hsa-miR-3938,0
YTHDF2,hsa-miR-3938,0
ZNF497,hsa-miR-3938,0
TADA3L,hsa-miR-3938,0
EVPL,hsa-miR-3938,0
LPL,hsa-miR-3938,0
IL8,hsa-miR-3938,0
PSMC6,hsa-miR-3938,0
ENOPH1,hsa-miR-3938,0
UCHL5,hsa-miR-3938,0
P704P,hsa-miR-3938,1
CHTF18,hsa-miR-3920,0
DEK,hsa-miR-3920,1
CHTF18,hsa-miR-568,0
CLCNKB,hsa-miR-568,1
FBXL6,hsa-miR-7162-3p,0
FBN3,hsa-miR-7162-3p,1
RRM1,hsa-miR-7162-3p,1
ZNF57,hsa-miR-7162-3p,1
FBXL6,hsa-miR-3914,0
ARG1,hsa-miR-3914,1
IL1RAPL2,hsa-miR-3914,1
FBXL6,hsa-miR-4476,0
ZNF426,hsa-miR-4476,0
POTEB,hsa-miR-4476,0
HMGB4,hsa-miR-4476,1
ZNF529,hsa-miR-4476,0
GK,hsa-miR-4476,1
FBXL6,hsa-miR-7155-5p,0
FAM86C,hsa-miR-7155-5p,1
ZNF554,hsa-miR-7155-5p,0
CLNS1A,hsa-miR-7155-5p,1
DDC,hsa-miR-7155-5p,1
HIVEP3,hsa-miR-3646,0
HIF3A,hsa-miR-3184-5p,0
HIF3A,hsa-miR-6760-5p,0
SH2D4A,hsa-miR-6760-5p,1
GSTM2,hsa-miR-6760-5p,1
NOX4,hsa-miR-6760-5p,1
HIF3A,hsa-miR-1227-5p,0
MYO1H,hsa-miR-1227-5p,1
ITLN2,hsa-miR-1227-5p,1
HIF3A,hsa-miR-519d-3p,0
SPTBN5,hsa-miR-519d-3p,1
ZNF473,hsa-miR-519d-3p,1
TMEM200A,hsa-miR-519d-3p,1
HIF3A,hsa-miR-517c-3p,0
CCDC112,hsa-miR-517c-3p,1
HIF3A,hsa-miR-6499-5p,0
FPR1,hsa-miR-6499-5p,1
STIM2,hsa-miR-6499-5p,1
DDHD1,hsa-miR-6499-5p,1
OTX2,hsa-miR-6499-5p,1
CXORF61,hsa-miR-4802-5p,0
DCK,hsa-miR-4802-5p,0
RTP3,hsa-miR-6715a-3p,0
DSTN,hsa-miR-6715a-3p,0
CCDC134,hsa-miR-6715a-3p,0
ADPRH,hsa-miR-6715a-3p,0
C11ORF57,hsa-miR-6715a-3p,0
ARRDC3,hsa-miR-6715a-3p,1
NRXN3,hsa-miR-3621,0
TCOF1,hsa-miR-3621,1
DVL3,hsa-miR-3621,1
EXOC5,hsa-miR-6509-3p,0
DGKH,hsa-miR-6509-3p,0
OS9,hsa-miR-6509-3p,0
MXRA7,hsa-miR-425-3p,0
RABL3,hsa-miR-425-3p,0
POU4F2,hsa-miR-425-3p,0
C16ORF61,hsa-miR-425-3p,1
AMPD3,hsa-miR-425-3p,1
CST6,hsa-miR-3610,0
RIMS3,hsa-miR-3610,1
ST6GALNAC3,hsa-miR-3610,1
PCNP,hsa-miR-4636,0
BPIL1,hsa-miR-4636,1
C6ORF58,hsa-miR-4636,1
MOBKL2A,hsa-miR-6787-3p,0
MOBKL2A,hsa-miR-1296-5p,0
DLGAP3,hsa-miR-1296-5p,0
RPS6KC1,hsa-miR-1296-5p,1
MOBKL2A,hsa-miR-642b-3p,0
ING1,hsa-miR-642b-3p,0
MORC2,hsa-miR-642b-3p,1
LCA5,hsa-miR-642b-3p,1
MOBKL2A,hsa-miR-4795-5p,0
TMEM50B,hsa-miR-4795-5p,0
FADS1,hsa-miR-4795-5p,1
MOBKL2A,hsa-miR-10398-5p,0
MOBKL2A,hsa-miR-1306-5p,0
TBC1D13,hsa-miR-1306-5p,1
C17ORF39,hsa-miR-1306-5p,1
C16ORF63,hsa-miR-1306-5p,1
CORIN,hsa-miR-4262,0
AHNAK2,hsa-miR-4262,1
CORIN,hsa-miR-550a-3-5p,0
C9ORF131,hsa-miR-550a-3-5p,0
PRAMEF10,hsa-miR-550a-3-5p,0
BIK,hsa-miR-550a-3-5p,1
JPH2,hsa-miR-6835-5p,0
JPH2,hsa-miR-4674,0
GPX7,hsa-miR-4674,1
TTC4,hsa-miR-4674,1
IL11,hsa-miR-4674,1
B4GALNT3,hsa-miR-4674,1
KLHL35,hsa-miR-4674,1
ELAVL4,hsa-miR-4674,1
JPH2,hsa-miR-6777-3p,0
NPS,hsa-miR-6777-3p,0
FAM171A1,hsa-miR-6777-3p,1
C18ORF54,hsa-miR-6777-3p,1
RAB32,hsa-miR-6777-3p,1
JPH2,hsa-miR-122-3p,0
SGTA,hsa-miR-122-3p,0
TUFT1,hsa-miR-6755-3p,0
EPHB2,hsa-miR-6755-3p,0
RNLS,hsa-miR-6755-3p,1
CCDC9,hsa-miR-6755-3p,1
TUFT1,hsa-miR-4514,0
MRS2,hsa-miR-4514,1
TUFT1,hsa-miR-129-1-3p,1
MYO18A,hsa-miR-129-1-3p,0
RNF123,hsa-miR-129-1-3p,0
DMPK,hsa-miR-129-1-3p,0
PAF1,hsa-miR-129-1-3p,1
HNRNPA1,hsa-miR-3167,0
TPPP,hsa-miR-3167,1
ARNT,hsa-miR-7-2-3p,0
LGALS8,hsa-miR-7-2-3p,1
TEAD1,hsa-miR-7-2-3p,1
FIGN,hsa-miR-2054,0
ANGEL1,hsa-miR-2054,0
PDAP1,hsa-miR-2054,0
RFESD,hsa-miR-2054,0
MCM4,hsa-miR-2054,1
CCR10,hsa-miR-6820-3p,0
ENO3,hsa-miR-6820-3p,0
LSM10,hsa-miR-6820-3p,1
CCR10,hsa-miR-3944-3p,0
HNRNPAB,hsa-miR-3944-3p,1
POU2F1,hsa-miR-106a-3p,0
PPFIA3,hsa-miR-106a-3p,1
ZNF275,hsa-miR-106a-3p,1
POU2F1,hsa-miR-9985,0
LMF2,hsa-miR-9985,1
BUB1,hsa-miR-9985,1
KLHL6,hsa-miR-9985,1
BEST1,hsa-miR-6862-5p,0
SEMG2,hsa-miR-6862-5p,1
RALGPS1,hsa-miR-6862-5p,1
BEST1,hsa-miR-6889-3p,1
RHOF,hsa-miR-375-5p,0
LOC441476,hsa-miR-375-5p,1
RNF220,hsa-miR-1180-3p,0
BAHCC1,hsa-miR-1180-3p,0
SLC16A12,hsa-miR-1180-3p,1
INSC,hsa-miR-1180-3p,1
ACD,hsa-miR-1180-3p,1
RETN,hsa-miR-342-5p,0
C8G,hsa-miR-342-5p,1
LRRC37A,hsa-miR-342-5p,1
DARS2,hsa-miR-342-5p,1
METTL7A,hsa-miR-6853-3p,0
HSP90B1,hsa-miR-6853-3p,0
SLC39A12,hsa-miR-6853-3p,1
C9ORF131,hsa-miR-7151-5p,0
C9ORF131,hsa-miR-3682-5p,0
TPSG1,hsa-miR-3682-5p,1
SLC5A6,hsa-miR-3682-5p,1
NTF4,hsa-miR-5696,0
HHATL,hsa-miR-5696,0
ARHGDIA,hsa-miR-5696,0
METTL11B,hsa-miR-5696,0
SLC5A11,hsa-miR-5696,0
MS4A10,hsa-miR-5696,0
SERHL2,hsa-miR-5696,0
PPP2R5D,hsa-miR-5696,1
UBE2L3,hsa-miR-526a-3p,0
UBE2L3,hsa-miR-6895-3p,0
NFKBID,hsa-miR-6501-3p,0
VAMP5,hsa-miR-6501-3p,1
FCHSD2,hsa-miR-6855-5p,0
DTL,hsa-miR-6855-5p,1
AGFG1,hsa-miR-371a-5p,0
PTPN1,hsa-miR-371a-5p,1
BCL2L13,hsa-miR-371a-5p,1
AGFG1,hsa-miR-4654,0
CHST8,hsa-miR-4654,1
DEFB4,hsa-miR-4654,1
COL4A1,hsa-miR-4654,1
SF3B4,hsa-miR-4654,1
LYSMD2,hsa-miR-4654,1
AGFG1,hsa-miR-7106-5p,0
AGFG1,hsa-miR-766-5p,0
MAGOH,hsa-miR-766-5p,1
MTIF2,hsa-miR-583,0
WNT10B,hsa-miR-583,1
HHATL,hsa-miR-5587-3p,0
KLHL26,hsa-miR-5587-3p,0
STK40,hsa-miR-5587-3p,1
HHATL,hsa-miR-6860,0
GJB1,hsa-miR-6860,1
ADCY6,hsa-miR-6860,1
HHATL,hsa-miR-1271-3p,0
SURF2,hsa-miR-1271-3p,0
ELMO3,hsa-miR-1271-3p,0
NKX6-1,hsa-miR-1271-3p,0
FAM98A,hsa-miR-1271-3p,0
PTPRQ,hsa-miR-1271-3p,0
KRT80,hsa-miR-1271-3p,1
PIP4K2A,hsa-miR-1271-3p,1
INMT,hsa-miR-1271-3p,1
VWCE,hsa-miR-337-3p,0
TRIML1,hsa-miR-337-3p,0
MRPL19,hsa-miR-4666a-3p,0
ZNF529,hsa-miR-4666a-3p,0
PTGER3,hsa-miR-4666a-3p,0
SNX11,hsa-miR-4666a-3p,0
MRPL19,hsa-miR-7152-5p,1
SLC25A4,hsa-miR-7152-5p,1
NOB1,hsa-miR-7152-5p,1
TRPM7,hsa-miR-6762-3p,0
TRIM53,hsa-miR-6762-3p,1
FBXO16,hsa-miR-6762-3p,1
RGAG4,hsa-miR-4462,0
ASCL3,hsa-miR-4462,1
SPRN,hsa-miR-4462,0
DGKA,hsa-miR-4462,0
ECT2,hsa-miR-4462,1
RGAG4,hsa-miR-4474-3p,0
GPR113,hsa-miR-4474-3p,0
CCDC73,hsa-miR-4474-3p,1
TCHH,hsa-miR-4474-3p,1
RGAG4,hsa-miR-5579-5p,0
KSR1,hsa-miR-5579-5p,0
TACR3,hsa-miR-5579-5p,0
GAA,hsa-miR-5579-5p,0
MRPL54,hsa-miR-5579-5p,1
RGAG4,hsa-miR-4653-5p,0
KCNK5,hsa-miR-4653-5p,1
GDPD3,hsa-miR-4653-5p,1
ROR1,hsa-miR-519a-2-5p,0
ZDHHC18,hsa-miR-519a-2-5p,0
MGAT4A,hsa-miR-519a-2-5p,1
DTWD1,hsa-miR-519a-2-5p,1
LRRTM2,hsa-miR-519a-2-5p,1
ADAMTS5,hsa-miR-519a-2-5p,1
ROR1,hsa-miR-1307-3p,0
CCDC134,hsa-miR-1307-3p,0
WIPF3,hsa-miR-1307-3p,0
ST18,hsa-miR-1307-3p,0
ENAM,hsa-miR-1307-3p,0
AKAP6,hsa-miR-1307-3p,1
LOC285550,hsa-miR-1307-3p,1
EIF5,hsa-miR-1307-3p,1
LYPLA2,hsa-miR-621,0
ATP5E,hsa-miR-621,1
SIGLEC6,hsa-miR-621,1
LYPLA2,hsa-miR-4764-3p,0
FAM185A,hsa-miR-4764-3p,1
CACNA1B,hsa-miR-4764-3p,1
LYPLA2,hsa-miR-4482-3p,0
FAM81B,hsa-miR-4482-3p,1
LYPLA2,hsa-miR-4643,0
PLCB2,hsa-miR-4643,0
ABI1,hsa-miR-4643,0
KIR2DL4,hsa-miR-4643,1
SMAP1,hsa-miR-4643,1
LYPLA2,hsa-miR-6790-3p,1
B3GNT7,hsa-miR-6790-3p,0
EPHX1,hsa-miR-6790-3p,1
C14ORF45,hsa-miR-6790-3p,1
UNC5A,hsa-miR-514b-3p,0
BACH2,hsa-miR-514b-3p,1
VAC14,hsa-miR-514b-3p,1
RCOR1,hsa-miR-514b-3p,1
RPS27,hsa-miR-514b-3p,1
UNC5A,hsa-miR-6809-5p,0
MTMR11,hsa-miR-6809-5p,1
CST5,hsa-miR-618,0
RFFL,hsa-miR-618,0
GMFB,hsa-miR-618,1
API5,hsa-miR-23c,1
BRE,hsa-miR-23c,1
ANKRD30B,hsa-miR-23c,1
PYDC1,hsa-miR-23c,1
CDCA3,hsa-miR-4452,0
C11ORF83,hsa-miR-4452,0
MASP2,hsa-miR-4452,0
ZBTB8B,hsa-miR-4638-5p,0
LIMS1,hsa-miR-4638-5p,1
WNT9A,hsa-miR-4638-5p,1
HES4,hsa-miR-4638-5p,1
EHD2,hsa-miR-4729,0
C1ORF106,hsa-miR-4729,0
EPN1,hsa-miR-4729,1
TYSND1,hsa-miR-5586-3p,0
GPN3,hsa-miR-5586-3p,0
PRAMEF21,hsa-miR-5586-3p,1
ZNF550,hsa-miR-6888-5p,0
CGB8,hsa-miR-6888-5p,0
RPS6KA2,hsa-miR-6888-5p,1
ZNF550,hsa-miR-4326,0
C14ORF147,hsa-miR-4326,0
POTEB,hsa-miR-4326,0
ZNF550,hsa-miR-4505,0
CXORF56,hsa-miR-4505,1
MRPL46,hsa-miR-4505,1
HSPD1,hsa-miR-4505,1
LGALS7B,hsa-miR-664b-5p,0
FRAP1,hsa-miR-664b-5p,0
COX7A2,hsa-miR-664b-5p,0
MPHOSPH9,hsa-miR-664b-5p,0
GAA,hsa-miR-664b-5p,0
ZNF101,hsa-miR-664b-5p,0
FLJ44048,hsa-miR-664b-5p,0
GYS2,hsa-miR-664b-5p,1
SMARCA4,hsa-miR-4772-5p,0
EIF1AD,hsa-miR-4772-5p,1
PTCD3,hsa-miR-4772-5p,1
HS3ST6,hsa-miR-4772-5p,1
CACNB4,hsa-miR-512-5p,0
GALR3,hsa-miR-512-5p,0
VGF,hsa-miR-512-5p,1
MRPL23,hsa-miR-512-5p,1
CP,hsa-miR-512-5p,1
PRRT1,hsa-miR-6837-3p,0
EIF4B,hsa-miR-6837-3p,0
C12ORF75,hsa-miR-6837-3p,1
PRRT1,hsa-miR-6861-3p,0
U2AF2,hsa-miR-6861-3p,0
SIGLEC1,hsa-miR-6861-3p,0
ZNF500,hsa-miR-6861-3p,1
CRYGS,hsa-miR-376b-5p,0
MTM1,hsa-miR-376b-5p,0
SPANXN4,hsa-miR-376b-5p,0
ZFYVE9,hsa-miR-376b-5p,0
RORC,hsa-miR-376b-5p,0
CCL2,hsa-miR-376b-5p,0
PNPLA7,hsa-miR-6084,0
ARL3,hsa-miR-6084,1
PNPLA7,hsa-let-7a-2-3p,0
PNPLA7,hsa-miR-1185-2-3p,0
RSL24D1,hsa-miR-1185-2-3p,1
PNPLA7,hsa-miR-6126,0
RXRA,hsa-miR-6126,0
PDE8B,hsa-miR-6126,0
ZSWIM3,hsa-miR-6126,1
TIPIN,hsa-miR-6126,1
KIF4A,hsa-miR-6126,1
KIAA1688,hsa-miR-219b-5p,0
DEFB107A,hsa-miR-219b-5p,0
NRP1,hsa-miR-219b-5p,1
C12ORF56,hsa-miR-4661-3p,1
ANKRD34B,hsa-miR-4661-3p,1
FAM109B,hsa-miR-4662a-3p,0
ZNF266,hsa-miR-4662a-3p,0
UGT1A6,hsa-miR-4662a-3p,1
STRAP,hsa-miR-4662a-3p,1
TNFSF14,hsa-miR-6842-3p,0
GTF2H5,hsa-miR-6842-3p,0
B3GAT2,hsa-miR-6842-3p,1
FRAP1,hsa-miR-200c-5p,1
AMZ2,hsa-miR-200c-5p,1
CYP1B1,hsa-miR-200c-5p,1
FAM3B,hsa-miR-6844,0
FBXO42,hsa-miR-6844,1
ADH1B,hsa-miR-6844,1
HEPACAM,hsa-miR-3137,0
C12ORF42,hsa-miR-3137,1
HEPACAM,hsa-miR-647,0
CHD2,hsa-miR-647,1
ANKRD9,hsa-miR-647,1
LOC136242,hsa-miR-647,1
GFOD1,hsa-miR-647,1
RHOT1,hsa-miR-647,1
HEPACAM,hsa-miR-548ad-5p,0
GNAI3,hsa-miR-548ad-5p,1
WDR91,hsa-miR-548ad-5p,1
HEPACAM,hsa-miR-6797-5p,0
ANGEL1,hsa-miR-6797-5p,0
GTF2I,hsa-miR-6797-5p,1
SEPN1,hsa-miR-6797-5p,1
DEPDC4,hsa-miR-6797-5p,1
SFXN4,hsa-miR-517a-3p,0
C2ORF85,hsa-miR-517a-3p,1
SFXN4,hsa-miR-3121-3p,0
FOXA3,hsa-miR-3121-3p,0
RAB3GAP1,hsa-miR-3121-3p,1
OLFM3,hsa-miR-3121-3p,1
GCAT,hsa-miR-6845-3p,0
LYL1,hsa-miR-6845-3p,1
BAI2,hsa-miR-6845-3p,1
EPX,hsa-miR-6845-3p,1
RAMP2,hsa-miR-513b-3p,0
LRDD,hsa-miR-513b-3p,1
TUBA1A,hsa-miR-513b-3p,1
TLX1,hsa-miR-513b-3p,1
CES2,hsa-miR-513b-3p,1
C12ORF73,hsa-miR-513b-3p,1
ATP6V0A2,hsa-miR-7161-3p,1
ZNF443,hsa-miR-7161-3p,1
CTSF,hsa-miR-6770-5p,0
TCF7,hsa-miR-6770-5p,0
HSF4,hsa-miR-6770-5p,1
KCNAB2,hsa-miR-6770-5p,1
TAGAP,hsa-miR-6770-5p,1
ZNF426,hsa-miR-4657,0
ZNF426,hsa-miR-578,0
ST6GALNAC2,hsa-miR-578,0
ZNF426,hsa-miR-134-3p,0
KIAA0195,hsa-miR-134-3p,1
DISP2,hsa-miR-134-3p,1
DCTN4,hsa-miR-134-3p,1
MAPT,hsa-miR-134-3p,1
FDXACB1,hsa-miR-1912-5p,0
PYGM,hsa-miR-1912-5p,0
MS4A5,hsa-miR-1912-5p,1
EBF1,hsa-miR-1912-5p,1
KCNK10,hsa-miR-1912-5p,1
FDXACB1,hsa-miR-3136-5p,0
GTF2H4,hsa-miR-3136-5p,0
EMX2,hsa-miR-3136-5p,0
ZNF266,hsa-miR-6836-5p,0
ZNF266,hsa-miR-4294,0
HSD17B10,hsa-miR-4294,1
POU5F1B,hsa-miR-3131,0
MPP5,hsa-miR-3131,1
TMPRSS5,hsa-miR-3131,1
POU5F1B,hsa-miR-4426,0
ATPAF1,hsa-miR-4426,1
MRPL38,hsa-miR-4426,1
POU5F1B,hsa-miR-4436b-3p,0
KIAA0586,hsa-miR-4441,0
TAP1,hsa-miR-4441,1
C3ORF18,hsa-miR-4441,1
PNPLA2,hsa-miR-4441,1
KIAA0586,hsa-miR-340-3p,0
RSL24D1,hsa-miR-340-3p,1
ZXDB,hsa-miR-340-3p,1
ARHGEF9,hsa-miR-6783-5p,0
DERL3,hsa-miR-6783-5p,0
ARHGEF9,hsa-miR-6836-3p,0
HISPPD1,hsa-miR-6836-3p,1
CHD2,hsa-miR-6836-3p,1
ARHGEF9,hsa-miR-518f-3p,1
SLC39A4,hsa-miR-518f-3p,0
SMYD1,hsa-miR-518f-3p,1
AQP3,hsa-miR-12135,0
MFSD4,hsa-miR-12135,0
BTBD9,hsa-miR-12135,0
MMP12,hsa-miR-12135,1
RNF20,hsa-miR-6850-3p,0
C2ORF88,hsa-miR-6850-3p,1
IL13RA2,hsa-miR-6850-3p,1
UBE3B,hsa-miR-6850-3p,1
SH2D5,hsa-miR-664a-3p,0
KCNK9,hsa-miR-664a-3p,1
TNFSF9,hsa-miR-3657,1
ARMETL1,hsa-miR-3657,1
FCGR1B,hsa-miR-3657,1
DUSP11,hsa-miR-4786-5p,0
GAA,hsa-miR-4786-5p,0
CNNM4,hsa-miR-4786-5p,1
LRWD1,hsa-miR-597-5p,0
NOL8,hsa-miR-597-5p,1
C14ORF147,hsa-miR-4649-3p,0
LEPRE1,hsa-miR-4649-3p,0
CHM,hsa-miR-4649-3p,1
C14ORF147,hsa-miR-3925-3p,0
CXORF51,hsa-miR-3925-3p,0
CNOT7,hsa-miR-3925-3p,1
APC2,hsa-miR-6134,0
FAM150A,hsa-miR-6134,1
ARHGAP11A,hsa-miR-548q,0
HS6ST1,hsa-miR-548q,0
FAM120B,hsa-miR-548q,1
LRRC49,hsa-miR-6501-5p,0
C2ORF48,hsa-miR-6501-5p,1
MSRB3,hsa-miR-6501-5p,1
TIMM23,hsa-miR-6501-5p,1
